id,description,host_id,host_name,host_response_rate,host_acceptance_rate,host_verifications,neighbourhood_cleansed,latitude,longitude,room_type,bathrooms,bathrooms_text,amenities,price,number_of_reviews
51498167,"Modern and bright apartment with lots of space (125m2) and a spacious balcony (8 x 2 meters), where you can enjoy the evening sun.<br /><br />Close to the beach, playground, petting zoo and indoor pool (4 minutes walk).<br /><br />Apartment is on the 1st floor and is equipped with a lift.<br /><br />The apartment has its own parking space, but can also be reached by public transport (tram and bus stop in front of the door).<br /><br />Mentioned price is exclusive of tourist tax (5.33 p.p.p.n.)<br /><br /><b>License number</b><br />0518 8C2C 0C94 71FC E9F7",72094069,Erwin,100%,93%,"['email', 'phone']",Scheveningen Badplaats,52.10622,4.27698,Entire home/apt,,1.5 baths,"[""Hot water"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Kitchen"", ""Waterfront"", ""Free dryer \u2013 In unit"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Microwave"", ""Wifi"", ""Bathtub"", ""Essentials"", ""Private patio or balcony"", ""Outdoor dining area"", ""Nespresso machine"", ""Smoke alarm"", ""Paid street parking off premises"", ""Laundromat nearby"", ""Refrigerator"", ""Iron"", ""Free washer \u2013 In unit"", ""Cleaning products"", ""Private entrance"", ""Wine glasses"", ""TV"", ""Coffee maker"", ""Freezer"", ""Beachfront"", ""Bosch stainless steel oven"", ""Bed linens"", ""First aid kit"", ""Clothing storage: dresser and wardrobe"", ""Fire extinguisher"", ""Elevator"", ""Hot water kettle"", ""Host greets you"", ""Outdoor furniture"", ""Stainless steel gas stove"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Cleaning before checkout"", ""Free carport on premises \u2013 1 space"", ""Dining table"", ""Central heating""]",$255.00,16
51499293,"A modern, cosy, bright, fully equipped apartment. Very close to the beach (2 minutes walk), near the kurhaus and harbour. Shops, restaurants, bars, cinema, Westbroekpark and swimming pool around the corner. Public transport (less than 1 minute walk) brings you easily to the centre of The Hague. Paid parking. No smoking!<br /><br /><b>License number</b><br />0518 6250 3E29 B9D1 4D5E",27697288,Nikita,71%,100%,"['email', 'phone']",Scheveningen Badplaats,52.10609,4.27561,Entire home/apt,,1.5 baths,"[""Hot water"", ""Dishes and silverware"", ""Kitchen"", ""Cooking basics"", ""Paid parking on premises"", ""Wifi"", ""Outdoor dining area"", ""Essentials"", ""Private patio or balcony"", ""Oven"", ""Smoke alarm"", ""Laundromat nearby"", ""Free washer \u2013 In unit"", ""Cleaning products"", ""Wine glasses"", ""TV"", ""Freezer"", ""Beachfront"", ""Hot water kettle"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Long term stays allowed"", ""Dining table"", ""Central heating""]",$178.00,2
51527040,"This unique house is centrally located, with nice shops, deli's and the supermarket around the courner<br />Located between 3 beautiful parks/forests. City center is a 10 minutes walk, and the beach 10 minutes by bike. In short: very nice green environment combined with beach, dunes and city!<br /><br />There are 4 rooms, 1 bedroom with ensuite bathroom, 2 children's rooms, and a work/lounge room. In addition, there is a separate bathroom.<br /><br />The garden with comfortable garden furniture is facing south.<br /><br /><b>The space</b><br />Its a family house with 1 large bedroom with ensuite bathroom, a study, a baby room and a toddler room. Also a extra bathroom, kitchen and garden facing south.<br /><br /><b>Guest access</b><br />Parking is available in the street, at the end of the street there is a bus that goes to the city (but can also be reached on foot), and at 7/8 minutes walking distance there is a tram that goes to the beach.<br /><br /><b>Other things to note</b><br />W",18026719,Marco,100%,91%,"['email', 'phone', 'work_email']",Van Hoytemastraat en omgeving,52.09065,4.32413,Entire home/apt,,3 baths,"[""Hot water"", ""Dedicated workspace"", ""Baby safety gates"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Kitchen"", ""Free dryer \u2013 In unit"", ""Crib"", ""Cooking basics"", ""Babysitter recommendations"", ""Room-darkening shades"", ""Wifi"", ""Bathtub"", ""Essentials"", ""Microwave"", ""Oven"", ""Nespresso machine"", ""Private patio or balcony"", ""Smoke alarm"", ""Paid street parking off premises"", ""Laundromat nearby"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Refrigerator"", ""Iron"", ""Central air conditioning"", ""Bose Bluetooth sound system"", ""Free washer \u2013 In unit"", ""Children\u2019s dinnerware"", ""Cleaning products"", ""Private entrance"", ""Wine glasses"", ""Changing table"", ""Coffee maker"", ""Freezer"", ""Private fenced garden or backyard"", ""HDTV with Chromecast"", ""Bed linens"", ""Shampoo"", ""Hot water kettle"", ""Shower gel"", ""Board games"", ""Baking sheet"", ""Body soap"", ""Outdoor furniture"", ""Toaster"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Long term stays allowed"", ""Indoor fireplace"", ""Conditioner"", ""Dining table"", ""Central heating""]",$155.00,7
51538165,"This beautiful house (210m2) is from 1895, fully renovated and a perfect child friendly place to stay with a family! It is perfectly located in the center of the popular Zeeheldenkwartier, where you can stroll through the pleasant streets with its nice designers shops and lots of restaurants and places to drink. The house is located at 5 minutes walking distance of the center, 15 minutes by bike or public transport to the beach and nearby cultural places and musea. The best of both worlds!<br /><br /><b>The space</b><br />At arrival there will be a welcome package including a short description of the best places to visit. Bikes are available, a roof terrace, balcony and garden to enjoy the sun and play and there are a lot of toys for the kids to play with.<br /><br /><b>License number</b><br />0518 848B C59D 6CFD 74CC",13926343,Selene,100%,71%,"['email', 'phone']",Zeeheldenkwartier,52.08174,4.29859,Entire home/apt,,3 baths,"[""Hot water"", ""Dedicated workspace"", ""BBQ grill"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Kitchen"", ""Free dryer \u2013 In unit"", ""Cooking basics"", ""Kayak"", ""Extra pillows and blankets"", ""Microwave"", ""Wifi"", ""Bathtub"", ""Essentials"", ""Outdoor dining area"", ""Oven"", ""Private patio or balcony"", ""Heating"", ""Smoke alarm"", ""Pocket wifi"", ""Laundromat nearby"", ""Bikes"", ""Refrigerator"", ""Pour-over coffee"", ""Iron"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old"", ""Free street parking"", ""Free washer \u2013 In unit"", ""Children\u2019s dinnerware"", ""Stove"", ""Cleaning products"", ""Private entrance"", ""Ethernet connection"", ""Wine glasses"", ""Coffee maker"", ""Hair dryer"", ""Freezer"", ""Private fenced garden or backyard"", ""HDTV with Chromecast"", ""High chair"", ""Bed linens"", ""First aid kit"", ""Fire extinguisher"", ""Shampoo"", ""Hot water kettle"", ""Barbecue utensils"", ""Host greets you"", ""Shower gel"", ""Board games"", ""Baking sheet"", ""Body soap"", ""Outdoor furniture"", ""Toaster"", ""EV charger"", ""Dishwasher"", ""Portable fans"", ""Long term stays allowed"", ""Sound system"", ""Hangers"", ""Conditioner"", ""Dining table""]",$299.00,2
51609585,"Dit heerlijke appartement is warm ingericht en schoon. De ligging is zeer goed. Het is mogelijk om te kiezen tussen het strand (5-10 minuten lopen), lekker naar de haven met heerlijke restaurants en barretjes (5 minuten lopen) of richting het mooie centrum van Den Haag (10 minuten fietsen). Dit heerlijke appartement beschikt over 2 wc's, een ruime badkamer met bad, een grote hoekbank uitkijkend op de tv, ruime tafel met 5 stoelen, kookeiland en een lekker buitenstuk met loungebank om te relaxen!<br /><br /><b>License number</b><br />0518 5485 01D9 4466 1F3F",41059083,Gijs,86%,80%,"['email', 'phone']",Geuzenkwartier,52.09173,4.26777,Entire home/apt,,1.5 baths,"[""Paid parking on premises"", ""Wifi"", ""BBQ grill"", ""Washer"", ""Kitchen"", ""TV"", ""Long term stays allowed""]",$151.00,11
51650966,"Nice renovated appartment at first floor with nice balcony on frontside. Living room with modern open kitchen fully equipped with dishwasher and wasmachine, TV and free wifi.Small bedroom with two single boxspring beds. In the living room extra sofa-bed for two persons available. Nice spacious inside balcony, view to Circus theater, Holland Casino etc. Walking distance from Kurhaus, beach, boulevard, shops, restaurants and public transport.<br /><br /><b>The space</b><br />Coffee-machine, microwave, machine, kettle ect. in fully equipped kitchen.<br /><br /><b>License number</b><br />Exempt",38531421,Cristina,88%,97%,"['email', 'phone']",Belgisch Park,52.1122,4.28671,Entire home/apt,,1 bath,"[""Hot water"", ""First aid kit"", ""Wifi"", ""Shampoo"", ""Essentials"", ""Cable TV"", ""Washer"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Dishes and silverware"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""TV with standard cable"", ""Iron"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Hangers""]",$83.00,36
51677429,"Nice, cozy room with queensize bed and view over The Hague skyline! <br /><br />The apartment is supercentral located and recently renovated with new bathroom, kitchen and a great roofterrace! <br /><br />Bathroom with bath, walk-in shower, wachingmachine and dryer to use. <br />Kitchen with oven, microwave, cooker and dishwasher. <br />There is a big balcony with a nice view over a quiet park behind the house. <br /><br />You will share this 2 floor apartment with one other person and 2 lovely cats, Luna and Patxi!",6338202,Alyssa,100%,44%,"['email', 'phone']",Bezuidenhout-Midden,52.07645,4.34462,Private room,,1 shared bath,"[""Hot water"", ""Bed linens"", ""Wifi"", ""BBQ grill"", ""Outdoor dining area"", ""Fire pit"", ""Washer"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Outdoor furniture"", ""Cooking basics"", ""EV charger"", ""Carbon monoxide alarm"", ""Long term stays allowed""]",$105.00,7
51873325,"This house is perfectly located and surrounded by a lovely park (where the royal family lives). The house has two bedrooms. Both with comfy kingsize beds. The open kitchen is fully equipped (coffeemaker/dishwasher/wasmachine), with access to the lovely garden with fire place and seats all protected from wind and rain. The living room is very homy and stylish, the bathroom is modern with a shower. With bars, restaurants and other activities at walking distance, you will have a lovely time here!<br /><br /><b>License number</b><br />Exempt",177701530,Hosted By Wendy,100%,97%,"['email', 'phone', 'work_email']",Bezuidenhout-Oost,52.08837,4.33722,Entire home/apt,,1.5 baths,"[""Fire extinguisher"", ""Wifi"", ""Shampoo"", ""Essentials"", ""Indoor fireplace"", ""Washer"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Hair dryer"", ""Cooking basics"", ""Iron"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Hangers"", ""Dryer""]",$190.00,4
51983805,<b>License number</b><br />Exempt,420995874,Jan,86%,88%,"['email', 'phone']",Kortenbos,52.074184,4.304558,Private room,,1 private bath,"[""Wifi"", ""Dedicated workspace"", ""Essentials"", ""Lock on bedroom door"", ""Paid parking garage off premises"", ""Heating"", ""Smoke alarm"", ""Dishes and silverware"", ""Kitchen"", ""Coffee maker"", ""Hair dryer"", ""Cooking basics"", ""Security cameras on property"", ""Long term stays allowed""]",$406.00,7
52025807,<b>License number</b><br />0518 CD67 135E 6B92 8B6B,2890051,Lydia,100%,100%,"['email', 'phone', 'work_email']",Valkenboskwartier,52.0769,4.27706,Private room,,1 private bath,"[""Hot water"", ""Dedicated workspace"", ""Dishes and silverware"", ""Wifi"", ""Essentials"", ""Oven"", ""Iron"", ""Cleaning products"", ""Lock on bedroom door"", ""Wine glasses"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Host greets you"", ""Free washer \u2013 In building"", ""Dining table"", ""Portable fans"", ""Long term stays allowed"", ""Hangers"", ""Mini fridge"", ""Central heating""]",$68.00,74
52055479,"Newly renovated apartment, located on the ground floor of a historic landmark in the heart of The Hague centrum. Binnenhof, Noordeinde Palace, the Mauritshuis and Peace Palace are within walking distance, as well as boutiques, cafes, concert and dance venues and galleries. Doesn't get more central than this!<br /><br /><b>The space</b><br />This apartment has 1 bedroom, 1 bathroom, a full size, fully equipped kitchen and a sleep sofa in the living room. Everything you need for the most comfortable stay!<br /><br /><b>Other things to note</b><br />When you check-out please take out the trash, leave used towels on the bathroom floor and don't forget to turn on the dishwasher if you still have dirty dishes left. Thank you!<br /><br /><b>License number</b><br />0518 299B EBA6 EC3C CFDF",244520390,Gunni,93%,35%,"['email', 'phone']",Zuidwal,52.07413,4.31135,Entire home/apt,,1 bath,"[""First aid kit"", ""Wifi"", ""Dedicated workspace"", ""Shampoo"", ""Essentials"", ""Keypad"", ""Washer"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Dishes and silverware"", ""TV"", ""Kitchen"", ""Coffee maker"", ""Hair dryer"", ""Cooking basics"", ""Iron"", ""EV charger"", ""Long term stays allowed"", ""Hangers""]",$200.00,2
52146856,"Enjoy this romantic place in a green surrounding underneath the historical watertower. <br />Only 5 minutes by bike to the city center of Delft.<br />The tram to the beach to Scheveningen is just 8 minutes walk.<br />You might be waking up by the sound of birds, roosters & chickens.  We live 10 minutes by car to The Hague or Rotterdam. <br />You will be surprised by the breakfast wich we serve in the morning. <br />Your hosts are both chefs and when they have time they cook you a fabulous meal in there home restaurant.<br /><br /><b>The space</b><br />In this romantic gardenhouse is a toilet, washtable & shower. A very cozy comfortable big bed ideal for a Netflix.<br />There is a big terrace with to comfortable sunbeds with a view to the little animalfarm.<br /><br /><b>Guest access</b><br />You can park your car for free. Tram<br />is 8 minutes walk and train station Delft 15 minutes walk. Train station Rijswijk 10 minutes walk.<br /><br /><b>Other things to note</b><br />We are both ",12326659,Nancy,100%,98%,"['email', 'phone']",Kraayenstein en Vroondaal,52.01375,4.20385,Entire home/apt,,1 bath,"[""Hot water"", ""Dedicated workspace"", ""Fire pit"", ""Dishes and silverware"", ""Waterfront"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Wifi"", ""Essentials"", ""Private patio or balcony"", ""Nespresso machine"", ""Smoke alarm"", ""Free street parking"", ""Clothing storage: dresser"", ""Free parking on premises"", ""Cleaning products"", ""Private entrance"", ""Coffee maker"", ""Private fenced garden or backyard"", ""Mini fridge"", ""Eco friendly douchegel body soap"", ""Bed linens"", ""Hot water kettle"", ""Portable heater"", ""Shower gel"", ""Outdoor furniture"", ""Dining table""]",$80.00,32
52147184,"Spacious enough, 'Market View' is the perfect room for guests who enjoy the downtown good life but at the end of the day want to stretch out luxuriously on a good box spring bed. <br /><br />Comes with private bathroom facilities and access to the Grote Markt where you can sit & chat with your holiday neighbours. Book now for a couple of days of cool city center chill with the hustle and bustle of the Grote Markt in full view.<br /><br /><b>The space</b><br />Our rooms are located right on the Grote Markt, surrounded by bars and restaurants that stay open until late hours which unfortunately can make it difficult for light sleepers to fully relax. <br /><br />We do provide earplugs to all guests but we think it is important that our guests are aware of this, we apologize in advance and hope you will enjoy your stay with us.<br /><br />The room is situated on a historical building which means there is no elevator, please keep this in mind if you have any mobility issues or carrying heav",5285926,Diederick,98%,99%,"['email', 'phone']",Kortenbos,52.07617,4.30794,Private room,,1 private bath,"[""Hot water"", ""Dedicated workspace"", ""Paid parking garage off premises"", ""Crib"", ""Shared patio or balcony"", ""Luggage dropoff allowed"", ""Wifi"", ""Essentials"", ""Heating"", ""Smoke alarm"", ""Laundromat nearby"", ""Security cameras on property"", ""Lock on bedroom door"", ""Private entrance"", ""TV"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""First aid kit"", ""Fire extinguisher"", ""Shampoo"", ""Shower gel"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Mini fridge""]",$119.00,8
52157706,"Single Appartment including:<br /><br />- 1 bedroom (incl. kingsize bed, 55' TV + HDMI & Netflix)<br />-  Kitchen (incl. Fridge, Freezer, Oven, Microwave, Coffee)<br />-  Bathroom (incl. Laundry)<br />-  Living Room<br /><br />Cosy Interior, Balcony Included, Feel home.<br /><br />The Appartment is located 5 minutes walk from train station :<br /><br />- Leiden, 10 minutes<br />- Delft, 10 minutes<br />- Amsterdam, 40 minutes<br />- Rotterdam, 30 minutes<br /><br />Public Transport: within 6 minutes at City Centre<br /><br /><b>License number</b><br />0518 2471 0D87 5D02 CB48",122878891,Max,20%,28%,"['email', 'phone']",Bezuidenhout-Oost,52.08193,4.34652,Entire home/apt,,1.5 baths,"[""Hot water"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Wifi"", ""Paid parking on premises"", ""Essentials"", ""Private patio or balcony"", ""Oven"", ""Gas stove"", ""Smoke alarm"", ""Free parking on premises"", ""Washer"", ""Private entrance"", ""TV"", ""Bed linens"", ""Shampoo"", ""Shower gel"", ""Toaster"", ""Carbon monoxide alarm"", ""Dining table"", ""Central heating""]",$100.00,4
52164719,"Spacious enough, ‘Market View’ is the perfect room for guests who enjoy the downtown good life but at the end of the day want to stretch out luxuriously on a good box spring bed.<br /><br />Comes with private bathroom facilities and access to the Grote Markt where you can sit & chat with your holiday neighbours.<br /><br />Book now for a couple of days of cool city center chill with the hustle and bustle of the Grote Markt in full view.<br /><br /><b>The space</b><br />Our rooms are located right on the Grote Markt, surrounded by bars and restaurants that stay open until late hours which unfortunately can make it difficult for light sleepers to fully relax. <br /><br />We do provide earplugs to all guests but we think it is important that our guests are aware of this, we apologize in advance and hope you will enjoy your stay with us.<br /><br />The room is situated on a historical building which means there is no elevator, please keep this in mind if you have any mobility issues or car",5285926,Diederick,98%,99%,"['email', 'phone']",Zuidwal,52.07676,4.30932,Private room,,1 private bath,"[""Hot water"", ""Dedicated workspace"", ""Crib"", ""Shared patio or balcony"", ""Luggage dropoff allowed"", ""Wifi"", ""Essentials"", ""Heating"", ""Smoke alarm"", ""Paid street parking off premises"", ""Laundromat nearby"", ""Security cameras on property"", ""Lock on bedroom door"", ""Private entrance"", ""TV"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""First aid kit"", ""Fire extinguisher"", ""Shampoo"", ""Hot water kettle"", ""Shower gel"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Mini fridge""]",$133.00,39
52165472,"Bathe in beauty with a tropical elan.<br />The Hollywood-style corner bath, its sunny location and the wide view makes this room our personal favorite. Two guests can find comfort & relaxation here with a wide view over the city. Equipped with all comforts and lovingly chosen vintage design, Chic Luau is tailor made for luxe-loving guests with an eye for detail.<br /><br /><b>The space</b><br />Our rooms are located right on the Grote Markt, surrounded by bars and restaurants that stay open until late hours which unfortunately can make it difficult for light sleepers to fully relax. <br /><br />We do provide earplugs to all guests but we think it is important that our guests are aware of this, we apologize in advance and hope you will enjoy your stay with us.<br /><br />The room is situated on a historical building which means there is no elevator, please keep this in mind if you have any mobility issues or carrying heavy luggage.<br /><br /><b>License number</b><br />Exempt",5285926,Diederick,98%,99%,"['email', 'phone']",Kortenbos,52.0768,4.30774,Private room,,1 private bath,"[""Hot water"", ""Dedicated workspace"", ""Clothing storage"", ""Air conditioning"", ""Dishes and silverware"", ""Crib"", ""Shared patio or balcony"", ""Luggage dropoff allowed"", ""Wifi"", ""Bathtub"", ""Essentials"", ""Heating"", ""Smoke alarm"", ""Paid street parking off premises"", ""Laundromat nearby"", ""Security cameras on property"", ""Lock on bedroom door"", ""Private entrance"", ""TV"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""First aid kit"", ""Fire extinguisher"", ""Shampoo"", ""Hot water kettle"", ""Shower gel"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Mini fridge""]",$139.00,48
52165927,"Bathe in beauty with a tropical elan.<br />The Hollywood-style corner bath, its sunny location and the wide view makes this room our personal favorite. Three guests can find comfort & relaxation here with a wide view over the city. Equipped with all comforts and lovingly chosen vintage design, Chic Luau is tailor made for luxe-loving guests with an eye for detail.<br /><br /><b>The space</b><br />Our rooms are located right on the Grote Markt, surrounded by bars and restaurants that stay open until late hours which unfortunately can make it difficult for light sleepers to fully relax. <br /><br />We do provide earplugs to all guests but we think it is important that our guests are aware of this, we apologize in advance and hope you will enjoy your stay with us.<br /><br />The room is situated on a historical building which means there is no elevator, please keep this in mind if you have any mobility issues or carrying heavy luggage.<br /><br /><b>License number</b><br />Exempt",5285926,Diederick,98%,99%,"['email', 'phone']",Kortenbos,52.07543,4.30768,Private room,,1 private bath,"[""Hot water"", ""Dedicated workspace"", ""Clothing storage"", ""Air conditioning"", ""Dishes and silverware"", ""Crib"", ""Shared patio or balcony"", ""Luggage dropoff allowed"", ""Wifi"", ""Bathtub"", ""Essentials"", ""Heating"", ""Smoke alarm"", ""Paid street parking off premises"", ""Laundromat nearby"", ""Security cameras on property"", ""Lock on bedroom door"", ""Private entrance"", ""TV"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""First aid kit"", ""Fire extinguisher"", ""Shampoo"", ""Hot water kettle"", ""Shower gel"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Mini fridge""]",$156.00,7
52182563,"In for a royal treat? This delightful, airy room can accommodate 2 and has private bathroom facilities, a luxurious rooftop terrace and a truly epic view over the city.<br />Wake up in your brand new fluffy box-spring bed and greet the city from your tiki-style balcony like a 50's moviestar. But the crown on your stay may very well be the huge balcony. Enjoy a magical view over The Hague relaxing in your very own private balcony. Want to feel like a king for a few nights? This is your room!<br /><br /><b>The space</b><br />Room is located on the top floor of our 3-story building, as for classic Dutch architecture, unfortunately there is no elevator in the building, we would like our guests to be aware of that.<br /><br />Our rooms are located right on the Grote Markt, surrounded by bars and restaurants that stay open until late hours which unfortunately can make it difficult for light sleepers to fully relax. <br /><br />We do provide earplugs to all guests but we think it is important",5285926,Diederick,98%,99%,"['email', 'phone']",Kortenbos,52.07551,4.30739,Private room,,1 private bath,"[""Hot water"", ""Dedicated workspace"", ""Air conditioning"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Wifi"", ""Essentials"", ""Private patio or balcony"", ""Heating"", ""Smoke alarm"", ""Security cameras on property"", ""Paid parking off premises"", ""Lock on bedroom door"", ""Private entrance"", ""TV"", ""Hair dryer"", ""Bed linens"", ""First aid kit"", ""Fire extinguisher"", ""Shower gel"", ""Carbon monoxide alarm"", ""Cleaning before checkout""]",$155.00,40
52183047,"In for a royal treat? This delightful, airy room can accommodate 3 and has private bathroom facilities, a luxurious rooftop terrace and a truly epic view over the city.<br />Wake up in your brand new fluffy box-spring bed and greet the city from your tiki-style balcony like a 50's moviestar. But the crown on your stay may very well be the huge balcony. Enjoy a magical view over The Hague relaxing in your very own private balcony. Want to feel like a king for a few nights? This is your room!<br /><br /><b>The space</b><br />Room is located on the top floor of our 3-story building, as for classic Dutch architecture, unfortunately there is no elevator in the building, we would like our guests to be aware of that.<br /><br />Our rooms are located right on the Grote Markt, surrounded by bars and restaurants that stay open until late hours which unfortunately can make it difficult for light sleepers to fully relax. <br /><br />We do provide earplugs to all guests but we think it is important",5285926,Diederick,98%,99%,"['email', 'phone']",Kortenbos,52.07544,4.30747,Private room,,1 private bath,"[""Hot water"", ""First aid kit"", ""Fire extinguisher"", ""Essentials"", ""Wifi"", ""Dedicated workspace"", ""Lock on bedroom door"", ""Private entrance"", ""Heating"", ""Shower gel"", ""Smoke alarm"", ""Air conditioning"", ""TV"", ""Coffee maker"", ""Refrigerator"", ""Hair dryer"", ""Security cameras on property"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Patio or balcony""]",$175.00,38
52183613,"Towering above all other Pink Flamingo Bedrooms in privacy, atmosphere and view. Good morning The Hague! With its 2 comfortable bedrooms, Roof Luau is the perfect hideaway for families or friends looking for a space of their own. Enjoy the city and then come home to the most well-equipped bathroom of our hostel, superfast WiFi, a cozy seating area and of course our famous box spring beds.<br /><br /><b>The space</b><br />Our rooms are located right on the Grote Markt, surrounded by bars and restaurants that stay open until late hours which unfortunately can make it difficult for light sleepers to fully relax. <br /><br />We do provide earplugs to all guests but we think it is important that our guests are aware of this, we apologize in advance and hope you will enjoy your stay with us.<br /><br />The room is situated on a historical building which means there is no elevator, please keep this in mind if you have any mobility issues or carrying heavy luggage.<br /><br /><b>License number",5285926,Diederick,98%,99%,"['email', 'phone']",Zuidwal,52.07494,4.30752,Private room,,1 private bath,"[""First aid kit"", ""Fire extinguisher"", ""Wifi"", ""Shampoo"", ""Essentials"", ""Lock on bedroom door"", ""Private entrance"", ""Heating"", ""Smoke alarm"", ""TV"", ""Hair dryer"", ""Security cameras on property"", ""Carbon monoxide alarm"", ""Long term stays allowed""]",$163.00,15
52184510,"Towering above all other Pink Flamingo Bedrooms in privacy, atmosphere and view. Good morning The Hague! With its 2 comfortable bedrooms, Roof Luau is the perfect hideaway for families or friends looking for a space of their own. Enjoy the city and then come home to the most well-equipped bathroom of our hostel, superfast WiFi, a cozy seating area and of course our famous box spring beds.<br /><br /><b>The space</b><br />Our rooms are located right on the Grote Markt, surrounded by bars and restaurants that stay open until late hours which unfortunately can make it difficult for light sleepers to fully relax. <br /><br />We do provide earplugs to all guests but we think it is important that our guests are aware of this, we apologize in advance and hope you will enjoy your stay with us.<br /><br />The room is situated on a historical building which means there is no elevator, please keep this in mind if you have any mobility issues or carrying heavy luggage.<br /><br /><b>License number",5285926,Diederick,98%,99%,"['email', 'phone']",Zuidwal,52.0748,4.30724,Private room,,1 private bath,"[""First aid kit"", ""Fire extinguisher"", ""Wifi"", ""Shampoo"", ""Essentials"", ""Lock on bedroom door"", ""Private entrance"", ""Heating"", ""Smoke alarm"", ""TV"", ""Hair dryer"", ""Security cameras on property"", ""Carbon monoxide alarm"", ""Long term stays allowed""]",$134.00,13
52186330,"Relaxed bedroom for 2 in the heart of the city. Wake up in a sunny mood, full of energy thanks to the uplifting yellow decor. The room comes with private new bathroom facilities and access to the Grote Markt where you can meet fellow guests if you’re feeling chatty.<br />Take over The Hague like a modern-day Butch Cassidy and the Sundance Kid with this room as your home base!<br /><br /><b>The space</b><br />Our rooms are located right on the Grote Markt, surrounded by bars and restaurants that stay open until late hours which unfortunately can make it difficult for light sleepers to fully relax. <br /><br />We do provide earplugs to all guests but we think it is important that our guests are aware of this, we apologize in advance and hope you will enjoy your stay with us.<br /><br />The room is situated on a historical building which means there is no elevator, please keep this in mind if you have any mobility issues or carrying heavy luggage.<br /><br /><b>License number</b><br />Exe",5285926,Diederick,98%,99%,"['email', 'phone']",Kortenbos,52.07539,4.30723,Private room,,1 private bath,"[""Hot water"", ""Paid parking garage off premises"", ""Shared patio or balcony"", ""Luggage dropoff allowed"", ""Room-darkening shades"", ""Wifi"", ""Essentials"", ""Cleaning before checkout"", ""Heating"", ""Smoke alarm"", ""Laundromat nearby"", ""Security cameras on property"", ""Lock on bedroom door"", ""Private entrance"", ""TV"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""First aid kit"", ""Fire extinguisher"", ""Shampoo"", ""Hot water kettle"", ""Shower gel"", ""Carbon monoxide alarm"", ""Long term stays allowed""]",$94.00,12
