id,description,host_id,host_name,host_response_rate,host_acceptance_rate,host_verifications,neighbourhood_cleansed,latitude,longitude,room_type,bathrooms,bathrooms_text,amenities,price,number_of_reviews
28269452,"A peaceful and tranquil apartment with great links to the city. Close to Bristol Temple Meads Train Station and good connections to Bristol Airport. Less than 10 minutes drive from the City Centre, the stylish apartment is the perfect retreat after a busy day in the city.<br /><br /><b>The space</b><br />Split over two levels with a stunning contemporary design throughout. As Creative by trade I've tried to incorporate my work into the design of my home by creating a space that is beautiful, welcoming and unique.<br /><br /><b>Guest access</b><br />The living areas consists of a light and airy bedroom, modern bathroom and large open plan kitchen and lounge area.<br /><br /><b>Other things to note</b><br />I want all guest to treat this space as their own. But since this is also my own home I expect guest to have a pleasant stay and leave the place as clean and tidy as they found it.",16961112,Adam,100%,88%,"['email', 'phone', 'work_email']",Brislington West,51.43629,-2.56117,Entire home/apt,,1 bath,"[""Extra pillows and blankets"", ""Body soap"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Essentials"", ""Smoke alarm"", ""Cooking basics"", ""Free street parking"", ""Room-darkening shades"", ""Bathtub"", ""Microwave"", ""Free parking on premises"", ""First aid kit"", ""Hangers"", ""Bed linens"", ""Refrigerator"", ""Oven"", ""Washer"", ""Lockbox"", ""Shampoo"", ""Clothing storage: wardrobe, dresser, and closet"", ""Cable TV"", ""Heating"", ""Wifi"", ""Hot water"", ""Ethernet connection"", ""Long term stays allowed"", ""Fire extinguisher"", ""Private entrance"", ""TV with standard cable"", ""Kitchen"", ""Stove"", ""Conditioner"", ""Cleaning products"", ""Iron"", ""Hair dryer"", ""Drying rack for clothing"", ""Shower gel""]",$130.00,72
28293669,"This well decorated and comfortable  flat is close to Bristol Royal Infirmary, the Children's Hospital, and Bristol University. Broadmead and Cabot Circus Shopping Centre are in easy walking distance. There are good restaurants and bars close by.<br /><br />There is a well-equipped kitchen, open plan dining area / sitting room with 42 inch flat screen TV and DVD player;, and two bedrooms with double beds. Towels and toiletries are provided in the bathroom and toilet. Secure parking available at a charge.",7892156,Rose,100%,96%,"['email', 'phone']",Central,51.460114,-2.593274,Entire home/apt,,1.5 baths,"[""Extra pillows and blankets"", ""Body soap"", ""Dishes and silverware"", ""Freezer"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Essentials"", ""Dishwasher"", ""Free dryer \u2013 In unit"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Cooking basics"", ""Microwave"", ""Bathtub"", ""42\"" HDTV with Amazon Prime Video, Netflix"", ""Standalone high chair - always at the listing"", ""Hot water kettle"", ""Hangers"", ""Bed linens"", ""Refrigerator"", ""Clothing storage: dresser and closet"", ""Toaster"", ""Shampoo"", ""Private patio or balcony"", ""Paid parking on premises"", ""Central heating"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Baking sheet"", ""Stainless steel oven"", ""Paid parking lot off premises"", ""Dining table"", ""Shared fenced garden or backyard"", ""Kitchen"", ""Electric stove"", ""Conditioner"", ""Cleaning products"", ""Iron"", ""Hair dryer"", ""Drying rack for clothing"", ""Elevator"", ""Single level home"", ""Shower gel"", ""Wine glasses"", ""Host greets you""]",$138.00,11
28339361,"A clean/modern apartment situated close to the UWE campuses and local parks/open spaces. City centre is an hour walk/15min drive. On street parking and nearby bus routes available too. Tow bedrooms, one kingsize. <br />Nearby convenience stores and takeaways.<br />Double room available with TV and storage. Wifi, Netflix and, if you're lucky, a bike. <br /><br />Modern shower over bath, modern living room (open space modern kitchen). The place and room are very clean and very comfortable. You will enjoy your stay.",100517387,Hisham,90%,41%,"['email', 'phone', 'work_email']",Eastville,51.48341,-2.55878,Entire home/apt,,1 bath,"[""Heating"", ""Hangers"", ""Wifi"", ""Kitchen"", ""Carbon monoxide alarm"", ""Washer"", ""Essentials"", ""Iron"", ""TV"", ""Shampoo"", ""Hair dryer"", ""Smoke alarm"", ""Dryer"", ""Free parking on premises""]",$60.00,12
28384744,"** The accommodation will be cleaned and sanitized to the highest standard **<br /> Cosy, rustic, self contained guest suite with en suite  bathroom and private entrance. Situated in a quiet cul de sac close to high street with shops, cafes, pubs and restaurants.On a direct bus route to Bristol city center. Buses run every 5 minutes and take roughly 15 minutes (depending on traffic).Near to Lawrence Hill train station and Bristol to bath cycle path .Private entrance and key safe access.<br /><br /><b>The space</b><br />There is also the option of a double mattress on the mezzanine area above the bathroom accessible via a ladder if guests want to sleep separately I can provide a sleeping bag.<br />There is also free on street parking, and a secure bicycle storage area .<br /><br /><b>Guest access</b><br />There is a separate entrance with lock box so you can come and go as you please .<br /><br /><b>Other things to note</b><br />There are no cooking facilities, but tea, coffee and kettl",214294715,Tony,100%,100%,"['email', 'phone']",St George West,51.45999,-2.55282,Entire home/apt,,1 bath,"[""Extra pillows and blankets"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Essentials"", ""Smoke alarm"", ""Free street parking"", ""Laundromat nearby"", ""Bathtub"", ""Hot water kettle"", ""Hangers"", ""Bed linens"", ""Lockbox"", ""Shampoo"", ""BBQ grill"", ""Heating"", ""Hot water"", ""Long term stays allowed"", ""Private entrance"", ""Backyard"", ""TV"", ""Mini fridge"", ""Hair dryer""]",$47.00,246
28422451,"Newly refubished cottage , modernly finished in a quiet and private neighbourhood. It has everything  for everyone! Our home is in the city but feels like you are in the countryside once you step into our secret garden location. The living space is spacious yet cosy and comfortable.<br /><br />A real home from home. <br /><br />Restaurants, parks, cafes and shops 5 minute walk.<br /><br /><b>The space</b><br />A minimalist family home, with a large open living space, including living, dining room, utility and kitchen.<br /><br /><b>Guest access</b><br />The hot tub is not available for use as it is currently out of order<br /><br /><b>Other things to note</b><br />3pm check out , so you can relax and enjoy your last day, before heading off .",41399004,Alena,100%,100%,"['email', 'phone', 'work_email']",Frome Vale,51.48415,-2.51008,Entire home/apt,,2 baths,"[""Children\u2019s dinnerware"", ""Dishes and silverware"", ""Freezer"", ""Carbon monoxide alarm"", ""Essentials"", ""Dishwasher"", ""Smoke alarm"", ""Cooking basics"", ""Free street parking"", ""Laundromat nearby"", ""Room-darkening shades"", ""Bathtub"", ""Dryer"", ""Outdoor dining area"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Hot water kettle"", ""Free parking on premises"", ""Hangers"", ""Bed linens"", ""Refrigerator"", ""Oven"", ""Private fenced garden or backyard"", ""Washer"", ""Luggage dropoff allowed"", ""Toaster"", ""Board games"", ""Bayliss & harding body soap"", ""High chair"", ""Dedicated workspace"", ""Heating"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Private entrance"", ""TV"", ""Dining table"", ""Keypad"", ""Mini fridge"", ""Kitchen"", ""Stainless steel stove"", ""Cleaning products"", ""Iron"", ""Hair dryer"", ""Drying rack for clothing"", ""Clothing storage: dresser"", ""Shower gel"", ""Wine glasses""]",$125.00,21
28490291,"A clean/modern apartment situated close to the UWE campuses and local parks/open spaces. City centre is an hour walk/15min drive. On street parking and nearby bus routes available too. Tow bedrooms, one kingsize. <br />Nearby convenience stores and takeaways.<br />Double room available with TV and storage. Wifi, Netflix and, if you're lucky, a bike. <br /><br />Modern shower over bath, modern living room (open space modern kitchen). The place and room are very clean and very comfortable. You will enjoy your stay.",100517387,Hisham,90%,41%,"['email', 'phone', 'work_email']",Eastville,51.48357,-2.55675,Private room,,1 shared bath,"[""Extra pillows and blankets"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Essentials"", ""Dishwasher"", ""Smoke alarm"", ""Cooking basics"", ""Free street parking"", ""Microwave"", ""Dryer"", ""Free parking on premises"", ""Hangers"", ""Oven"", ""Refrigerator"", ""Washer"", ""Shampoo"", ""Coffee maker"", ""Cable TV"", ""Heating"", ""Wifi"", ""Hot water"", ""Ethernet connection"", ""Backyard"", ""TV with standard cable"", ""Lock on bedroom door"", ""Kitchen"", ""Stove"", ""Iron"", ""Hair dryer"", ""Indoor fireplace"", ""Host greets you""]",$37.00,69
28635166,"Beautiful family home in Southville Bristol, two double bedrooms and one child's bedroom . One double with child’s cot. Walking distance to waterfront, city centre, local restaurants. <br /><br />Entire house and garden to yourself. We have a relaxing front lounge,  separate large open plan lounge/kitchen/diner  (stair gate, booster seats and toys avialiable).<br /><br /><b>The space</b><br />Victorian Family Home, toddler /baby friendly with stairgates , toys etc. Open plan lounge, diner and kitchen with the choice of separate lounge to relax in. <br /><br />To Note: This is our family home which we love. We rent it out when we are away.  It will be comfy, clean but we will still have our food, belongings in cupboards, drawers, wardrobes on shelves etc. We will clear some draw space for you. No partying, smoking in our home please. This home is suitable for families or friends visiting the city.<br /><br />Our double beds have high-end luxury Mattresses for that perfect night's sleep.",12917949,Ollie & Katherine,,0%,"['email', 'phone']",Southville,51.44321,-2.60285,Entire home/apt,,1.5 baths,"[""Children\u2019s dinnerware"", ""Extra pillows and blankets"", ""Body soap"", ""Dishes and silverware"", ""Freezer"", ""Carbon monoxide alarm"", ""Essentials"", ""Dishwasher"", ""Smoke alarm"", ""Cooking basics"", ""Free street parking"", ""Free washer \u2013 In building"", ""Microwave"", ""Bathtub"", ""Patio or balcony"", ""Crib"", ""Outdoor furniture"", ""Outdoor dining area"", ""Hot water kettle"", ""Hangers"", ""Bed linens"", ""Refrigerator"", ""Oven"", ""Luggage dropoff allowed"", ""Toaster"", ""Coffee maker"", ""Board games"", ""High chair"", ""Cable TV"", ""Baby safety gates"", ""Heating"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Baking sheet"", ""Private entrance"", ""Backyard"", ""TV with standard cable"", ""Dining table"", ""Changing table"", ""Kitchen"", ""Stove"", ""Bread maker"", ""Cleaning products"", ""Children\u2019s books and toys"", ""Breakfast"", ""Shower gel"", ""Wine glasses"", ""Host greets you""]",$180.00,11
28654560,"Welcome to our lovely home. We are an early 30s couple, full time workers :)<br /><br />This room is ideal for respectful professionals/ tourists that are looking for a peaceful nights sleep in the heart of Bristol city centre.<br /><br />- Terrific location with direct bus (24 min) to Bristol Airport/ Bristol Coach Station/ Temple Meads Train Station/ Cabot Circus shopping/ Haboursie City centre<br />- Near us: plenty of shops, Tesco, cafe, restaurants (perfect for either easy cooking or affortable dine out)",32808632,Chloé,100%,72%,"['email', 'phone']",Bedminster,51.43636,-2.60424,Private room,,1 shared bath,"[""Dishes and silverware"", ""Carbon monoxide alarm"", ""Essentials"", ""Dishwasher"", ""Smoke alarm"", ""Cooking basics"", ""Free street parking"", ""Microwave"", ""Free parking on premises"", ""Hangers"", ""Oven"", ""Refrigerator"", ""Washer"", ""Heating"", ""Wifi"", ""Hot water"", ""Private entrance"", ""Backyard"", ""TV"", ""Lock on bedroom door"", ""Kitchen"", ""Stove"", ""Iron"", ""Hair dryer""]",$39.00,28
28678621,"Welcome to our bright modern apartment in Bristol where you will feel comfortably at home and experience the city like a local.<br /><br /><b>The space</b><br />Our 1-bedroom apartment is modern, quirky and well-equipped for a stay in Bristol. It is bright and clean with lots of natural light. <br /><br />There is a comfortable double bedroom with built-in storage space, large windows  and unique touches. Hotel-quality, high thread-count bed linen and towels will be provided for your stay. <br /><br />The open-plan kitchen/dining/living area has everything you could need for a pleasant stay. There is a microwave, dishwasher and coffee machine available for you to use. A dining table gives you a place to enjoy any meals. There is also a comfortable seating area, partitioned off from the kitchen, to relax in the evening. <br /><br />The bathroom has been recently fitted and offers a shower-over-bath and basic essential toiletries. <br /><br />The flat will be professionally cleaned in pr",19948901,Simon,100%,89%,"['email', 'phone']",Knowle,51.44269,-2.56708,Entire home/apt,,1 bath,"[""Dishes and silverware"", ""Carbon monoxide alarm"", ""Essentials"", ""Dishwasher"", ""Smoke alarm"", ""Cooking basics"", ""Microwave"", ""Free parking on premises"", ""Bed linens"", ""Oven"", ""Refrigerator"", ""Washer"", ""Lockbox"", ""Shampoo"", ""Coffee maker"", ""Heating"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Kitchen"", ""Stove"", ""Iron"", ""Hair dryer"", ""Single level home""]",$80.00,45
28731987,"Nestled in a quiet residential road in the cosmopolitan area of Henleaze, this popular suburb has a busy high street (supermarkets, shops, cafes and pubs) with the city centre about 3 miles away. There are good transport links into the city and beyond. It is convenient for Bristol University, MOD, British Aerospace, the Spire and Southmead Hospitals.<br /><br /><b>The space</b><br />Pleasant airy room in new extension with very comfortable king size bed and en-suite shower room. There is also a TV/DVD/CD, laptop friendly workspace (useful for remote working), Wi-Fi, good heating and a Bosch Tassimo coffee pod machine. Ideal for singles or couples wanting a base in order to work or explore the city. There is off street parking if desired or plentiful roadside parking.<br /><br />Due to coronavirus I'm taking care to disinfect frequently touched surfaces between reservations. I follow Airbnb's enhanced cleaning protocol which was developed with expert guidance. I can provide extra cleani",16091010,Catherine,100%,96%,"['email', 'phone']",Westbury-on-Trym & Henleaze,51.48994,-2.60082,Private room,,1 private bath,"[""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Essentials"", ""Smoke alarm"", ""Free street parking"", ""Free driveway parking on premises \u2013 1 space"", ""Bathtub"", ""First aid kit"", ""Hangers"", ""Bed linens"", ""Coffee maker"", ""Heating"", ""Wifi"", ""Hot water"", ""TV"", ""Liquid soap on washbasin  body soap"", ""Portable fans"", ""Clothing storage"", ""Cleaning products"", ""Iron"", ""Hair dryer"", ""Nespresso machine"", ""Host greets you""]",$39.00,69
28807707,<b>The space</b><br />Huge loft room. Super King bed. Bath in the room. Ensuite toilet and sink. Light bright room. Seating area.<br /><br /><b>Guest access</b><br />Room only,1156132,Sue And Toby,100%,73%,"['email', 'phone']",Ashley,51.47035,-2.58472,Private room,,1 private bath,"[""Extra pillows and blankets"", ""Body soap"", ""Dishes and silverware"", ""Essentials"", ""Smoke alarm"", ""Room-darkening shades"", ""Bathtub"", ""Free parking on premises"", ""Hangers"", ""Bed linens"", ""Shampoo"", ""Dedicated workspace"", ""Heating"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Conditioner"", ""Cleaning products"", ""Iron"", ""Hair dryer""]",$102.00,2
28905732,"A spacious, comfortable, international home. Equipped with  DVDs, Xbox, Netflix, board games, CDs, books, football table,  kitchen appliances,   child bike and macro scooters, side access. Two cats.<br />Close walking distance from the centre plus has bus stop right outside. The house is removed from the road so traffic noise is low. We are 3 minute walk from the stunning St Andrews Park and the lively Gloucester road, the longest road with independent shops, restaurants and cafes in Europe.<br /><br /><b>The space</b><br />We have two cats Mango and Stuart .  Very good with children.<br />We speak Italian, Spanish and English. We will leave a list of best things to do in Bristol for all and for those with families. Happy to translate on request.<br /><br /><b>Guest access</b><br />Guests are welcome to use all that is listed here, including washing machine, dryer washing products, located in the outdoor building. There are lots of footballs, water toys, rackets in the back garden too.",30760760,Susy,100%,67%,"['email', 'phone']",Ashley,51.46998,-2.5869,Entire home/apt,,2.5 baths,"[""Extra pillows and blankets"", ""Body soap"", ""Dishes and silverware"", ""Freezer"", ""Carbon monoxide alarm"", ""Essentials"", ""Dishwasher"", ""Smoke alarm"", ""Cooking basics"", ""Free street parking"", ""Free washer \u2013 In building"", ""Microwave"", ""Bathtub"", ""Dryer"", ""Outdoor furniture"", ""Outdoor dining area"", ""First aid kit"", ""Hot water kettle"", ""Hangers"", ""Bed linens"", ""Refrigerator"", ""Oven"", ""Private fenced garden or backyard"", ""Luggage dropoff allowed"", ""Toaster"", ""Lockbox"", ""Shampoo"", ""Board games"", ""Coffee maker"", ""BBQ grill"", ""Game console: PS4"", ""Babysitter recommendations"", ""Dedicated workspace"", ""Central heating"", ""Record player"", ""Wifi"", ""Hot water"", ""Baking sheet"", ""Private entrance"", ""Sound system with aux"", ""Dining table"", ""Barbecue utensils"", ""Kitchen"", ""HDTV with Netflix"", ""Conditioner"", ""Bread maker"", ""Cleaning products"", ""Iron"", ""Children\u2019s books and toys"", ""Hair dryer"", ""Drying rack for clothing"", ""Shower gel"", ""Indoor fireplace"", ""Wine glasses""]",$170.00,13
28934734,You will be stay in a log cabin over looking the city of Bristol with all the home comforts with an ensuite bathroom outside you have your own picnic table and fire pit on site there’s a communal restroom with a pool table just 300yards away there’s a country pub for all your food and drink,150782135,George,100%,0%,['phone'],Hartcliffe & Withywood,51.39756,-2.62585,Entire home/apt,,3 baths,"[""First aid kit"", ""Heating"", ""Wifi"", ""Hot water"", ""Carbon monoxide alarm"", ""Essentials"", ""Long term stays allowed"", ""Fire extinguisher"", ""Private entrance"", ""TV"", ""Hair dryer"", ""Smoke alarm"", ""Free parking on premises""]",$66.00,35
28981642,"Newly built, Simple and Modern, Open plan kitchen, an en-suite double bedroom (i.e. with private toilet and shower) and a king size bedroom with standard family toilet and bathroom. Smart hallway, ample free parking, fast internet/wifi, clean and tidy, chilled and friendly host.  5 mins walk work to corner shop and Lidl. Income from this room is donated to charity.<br /><br /><b>The space</b><br />Simply beautiful, neat and modern apartment. En-suite double bedroom with ampel storage, reading table and chair, wifi connect Smart TV, private shower and toilet. Sharing the open plan lounge/kitchen and hallway area.",71997860,Ade,100%,86%,"['email', 'phone']",Henbury & Brentry,51.5281,-2.57741,Private room,,1.5 baths,"[""Extra pillows and blankets"", ""Body soap"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Essentials"", ""Smoke alarm"", ""Cooking basics"", ""Free street parking"", ""Microwave"", ""Free parking on premises"", ""First aid kit"", ""Hangers"", ""Bed linens"", ""Refrigerator"", ""Oven"", ""Washer"", ""Shampoo"", ""Private patio or balcony"", ""Dedicated workspace"", ""Cable TV"", ""Security cameras on property"", ""Heating"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Fire extinguisher"", ""Private entrance"", ""TV with standard cable"", ""Bluetooth sound system"", ""Kitchen"", ""Portable fans"", ""Stove"", ""Conditioner"", ""Iron"", ""Dryer \u2013 In building"", ""Shower gel"", ""Host greets you""]",$50.00,8
29087234,"Spacious Victorian terraced house with free on street parking situated close to amenities. I also have a parking space outside my garage, situated 50 yards away from the house. 20 minute walk from the city centre and 30 minute walk to Southmead Hospital. Also well situated for the MOD, UWE, Bristol University, BRI, Rolls Royce, Bristol Aerospace, Bristol Temple Meads and Bristol Parkway. Light airy double bedroom and shared bathroom with one other. The house is ideal for business travellers.<br /><br /><b>Other things to note</b><br />Please note that meals should be eaten in the kitchen diner not in the bedroom.<br /><br />Please also note that the property is a quiet house in a residential area.",43873674,Jackie,100%,86%,"['email', 'phone']",Bishopston & Ashley Down,51.47634,-2.58945,Private room,,1 shared bath,"[""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Essentials"", ""Smoke alarm"", ""Free street parking"", ""Dryer"", ""Free parking on premises"", ""First aid kit"", ""Hangers"", ""Luggage dropoff allowed"", ""Washer"", ""Heating"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""TV"", ""Kitchen"", ""Iron"", ""Hair dryer"", ""Indoor fireplace"", ""Host greets you""]",$41.00,49
29402734,"Stylish modern apartment in a green & leafy city centre location within walking distance of Whiteladies Road and Clifton Downs. <br /><br />Our flat is light and spacious, with private entrance and garden, large living / dining area, kitchen with all mod cons, spacious bedroom.    We’ve added lots of extra touches to make your stay as comfortable and convenient as possible - ultrafast broadband, Netflix, Apple TV, welcome tray and more! <br /><br />We're also dog friendly for up to 2 furry family members!<br /><br /><b>The space</b><br />Our garden flat is spacious bright and stylish and provides you with a “home away from home” whether travelling for fun, family or work! <br /><br />Entering into the living space via its own private entrance, you’ll find the open plan kitchen, dining, living area, with comfy sofa and a 50” UHD TV with Netflix, Amazon Prime, Apple TV and a Spotify connected hifi.  <br /><br />In the dining area you’ll find a large table (with super comfy chairs) big en",27114352,Jim,100%,94%,"['email', 'phone']",Redland,51.470291,-2.603018,Entire home/apt,,1 bath,"[""Extra pillows and blankets"", ""Dishes and silverware"", ""Freezer"", ""Carbon monoxide alarm"", ""Essentials"", ""Dishwasher"", ""Free dryer \u2013 In unit"", ""Free washer \u2013 In unit"", ""46\"" HDTV with Amazon Prime Video, Apple TV, Netflix"", ""Smoke alarm"", ""Cooking basics"", ""Rituals shampoo"", ""Clothing storage: closet and dresser"", ""Laundromat nearby"", ""Rituals body soap"", ""Microwave"", ""Bathtub"", ""Outdoor furniture"", ""Outdoor dining area"", ""First aid kit"", ""Hot water kettle"", ""Hangers"", ""Bed linens"", ""Refrigerator"", ""Paid parking off premises"", ""Toaster"", ""Lockbox"", ""Board games"", ""Private patio or balcony"", ""Paid parking on premises"", ""Heating"", ""Wifi"", ""Hot water"", ""Rituals conditioner"", ""Long term stays allowed"", ""Baking sheet"", ""Private entrance"", ""Dining table"", ""Barbecue utensils"", ""Kitchen"", ""Ruark sound system with Bluetooth and aux"", ""Portable fans"", ""Stove"", ""Private garden or backyard"", ""Cleaning products"", ""Iron"", ""Hair dryer"", ""Drying rack for clothing"", ""Single level home"", ""Shower gel"", ""Bosch oven"", ""Wine glasses""]",$110.00,98
29416965,"My house is in a quiet residential road in Redland with good transport links into the city and beyond. It is well located and within easy access to a wide range of shops , restaurants, bars, cafes and pubs. The BBC and Bristol University are within an easy 20 min walk. It is also very convenient for the Spire Hospital and the Old Vic Theatre School.<br /><br /><b>The space</b><br />The room is at the front of  the top floor of our three storey Victorian house. There is a double bed, with memory foam pillows and all the bed linen and towels are provided. There is also a desk and chair, tea and coffee facilities and good WiFi and fast fibre broadband. Not suitable for children under 12 years old.<br /><br /><b>Guest access</b><br />For guests convenience luggage drop off allowed when they have early or late departure.<br /><br /><b>Other things to note</b><br />Not suitable for children under 12 years old.",20605126,Val,100%,100%,"['email', 'phone']",Clifton Down,51.46994,-2.61011,Private room,,1 shared bath,"[""Extra pillows and blankets"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Essentials"", ""Smoke alarm"", ""Cooking basics"", ""Free street parking"", ""Microwave"", ""Dryer"", ""Free parking on premises"", ""Hangers"", ""Bed linens"", ""Refrigerator"", ""Private fenced garden or backyard"", ""Washer"", ""Luggage dropoff allowed"", ""Shampoo"", ""Heating"", ""Wifi"", ""Hot water"", ""Lock on bedroom door"", ""Kitchen"", ""Iron"", ""Hair dryer"", ""Shower gel"", ""Host greets you""]",$65.00,12
29530787,"Gorgeous room at the top of a large idiosyncratic townhouse  in central Bristol.  The long-time home of two artists, the whole property reflects our tastes and interests. Eclectic vintage furnishings, artworks and wooden floorboards make the blue room characterful and cosy.<br /><br /><b>The space</b><br />The location is perfectly placed in central Bristol, very close to the bus station, university and hospital, a minutes walk from all the social and cultural  activity of the hip Stokes Croft Neighbourhood and the modern shopping centre of Cabot Circus,  as we are perched up on a hill we're away from the busy traffic of the main street. As we both work from home, the house inside is a tranquil space, a respite from the hurley burley of town<br /><br /><b>Guest access</b><br />Guests have exclusive access the top floor of our 4-storey house house. Next door to the bedroom is a large, light-filled bathroom with shower and bath.  On the landing outside the room there is a small fridge, m",87714363,Hilary,100%,100%,"['email', 'phone']",Cotham,51.46385,-2.59162,Private room,,1.5 baths,"[""First aid kit"", ""Heating"", ""Hangers"", ""Wifi"", ""Refrigerator"", ""Dishes and silverware"", ""Essentials"", ""Long term stays allowed"", ""Fire extinguisher"", ""Iron"", ""Shampoo"", ""Coffee maker"", ""Hair dryer"", ""Smoke alarm"", ""Microwave"", ""Lock on bedroom door"", ""Host greets you""]",$50.00,5
29533769,"You'll be in a 4th floor room right in the centre of Bristol.  The room comes with double bed and sofa and wifi. <br /><br />A shared small kitchen and 2 bathroom on site.  There are other guests within the building.  7 minutes walk from train station and 5 minutes from bus station.  Please note this is not for people looking for a quiet time but rather people looking to be right in the middle of a vibrant city, close to the expansive nightlife Bristol has to offer.<br /><br />Please read ""additional rules""<br />No wifi<br /><br /><b>The space</b><br />You room is a double room with double bed and furniture.  You will be in one of 6 bedroom property across 2 top floors.  <br /><br />Just to give you the vibe of the place, think of us as a private hostel property where you have you own room but facilities are shared.  Some people are expecting a 5 star hotel when they turn up so we prefer to state this at the start to avoid any confusion.<br /><br />As stated in the listings, this is a ",54503007,Patrick,90%,100%,"['email', 'phone']",Central,51.45445,-2.59277,Private room,,2 shared baths,"[""Heating"", ""Paid parking off premises"", ""Hot water"", ""Kitchen"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Washer"", ""Essentials"", ""Dishes and silverware"", ""Private entrance"", ""Lockbox"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Smoke alarm"", ""Cooking basics"", ""Microwave"", ""Security cameras on property""]",$316.00,89
29542546,"A compact, modern Garden Extension Double Bed Guest Room sleeping max. 2 guests with en-suite walk-in shower bathroom & toilet in a small, lovely terraced house in trendy, young, urban, multi-cultural St. Werburghs part of Bristol. Free public parking. Within walking distance to local amenities with a Park on Mina Road. Easy access to M4/M5 motorway link and City Centre in 1 minute. Walking distance to Cabot Circus, Pubs, Bars, Restaurants and Cafes. 15 minutes’ walk to the City Centre.<br /><br /><b>The space</b><br />Modern decoration with atmospheric lighting arrangements throughout. All modern amenities including Guest Room's equipped with super fast 250Mbps Fibreoptic WiFi internet access, Bluetooth Stereo System & Samsung Wide-Screen Internet Smart TV including free Netflix, YouTube, Facebook, All UK Free-view Channels plus Astra Satellite with available Channels broadcasting in 42 languages from around the world. <br /><br />FREE PUBLIC PARKING OUTSIDE<br /><br />Also available ",79599223,Ralph,80%,86%,"['email', 'phone', 'work_email']",Ashley,51.46775,-2.57278,Private room,,1 private bath,"[""Dishes and silverware"", ""Freezer"", ""Carbon monoxide alarm"", ""Essentials"", ""Smoke alarm"", ""Cooking basics"", ""Free street parking"", ""Laundromat nearby"", ""Microwave"", ""Room-darkening shades"", ""First aid kit"", ""Hangers"", ""Oven"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Washer"", ""Shampoo"", ""Coffee maker"", ""High chair"", ""Security cameras on property"", ""Heating"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Backyard"", ""TV"", ""Building staff"", ""Lock on bedroom door"", ""Kitchen"", ""Iron"", ""Hair dryer"", ""Single level home""]",$29.00,64
29621715,"This holiday home on the outskirts of Bristol comes with 3 bedrooms which can house up to 6 people comfortably. Ideal for friends or families travelling together or people working in Avonmouth. The home features a hot tub, which will be available for use.<br /><br /><b>The space</b><br />You will find the grocery store 450 m away from where you can get the general items required for the stay. Gorge on the delicious food and drinks from the restaurants 2.6 km away.<br /><br />This child-friendly home has neatly done bedrooms which are comfortable for providing a good night sleep. Prepare home-cooked meals in the kitchen and relish it with your pals. In your free time, you can lounge in the seating area of the bedroom while binge-watching your favourite Netflix show.<br /><br />Bristol Airport is 19 km away from this place.<br /><br />Specifics<br />For reasons of tranquillity, this holiday home will not be rented to groups of youngsters.<br /><br />Reservations for groups of persons und",171178909,Ashley,100%,100%,"['email', 'phone']",Avonmouth & Lawrence Weston,51.50331,-2.65346,Entire home/apt,,1 bath,"[""Dishes and silverware"", ""Freezer"", ""Carbon monoxide alarm"", ""Essentials"", ""Smoke alarm"", ""Cooking basics"", ""Free street parking"", ""Room-darkening shades"", ""Bathtub"", ""Microwave"", ""Fire pit"", ""Outdoor furniture"", ""Free parking on premises"", ""First aid kit"", ""Hot water kettle"", ""Hangers"", ""Bed linens"", ""Refrigerator"", ""Oven"", ""Private fenced garden or backyard"", ""Washer"", ""Toaster"", ""Lockbox"", ""Shampoo"", ""BBQ grill"", ""Simple body soap"", ""Security cameras on property"", ""Clothing storage: closet"", ""Heating"", ""Wifi"", ""Hot water"", ""Fire extinguisher"", ""TV"", ""Dining table"", ""Kitchen"", ""Portable fans"", ""Stove"", ""Cleaning products"", ""Iron"", ""Hair dryer"", ""Drying rack for clothing"", ""Shower gel"", ""Private hot tub""]",$93.00,193
